name,location,description,link,price,operation,bedrooms,bathrooms,floor area (m2),land size (m2),latitude,longitude,img_url_1,coordinates_1,distance_1,ModelScores
"3 Bedroom House for Sale in Don Bosco Parañaque near Levitown, Better Living","Don Bosco, Parañaque","2 storey Duplex
102 sqm lot area
110 sqm floor area

3 bedrooms
2 bathrooms
1 powder room
1 ground floor room with CR (for storage/ help's room/ guest room)
utility area that can be converted into a pocket garden
1 car garage
*The house will be sold bare. This is a pre-owned home and will require minor repairs like repainting

Location: Palm Place Paranaque is located inside a gated subdivision in Don Bosco Paranaque. It is strategically located near SM Bicutan and other retail areas.
Negotiable. Feel free to inquire
*Price, terms, and availability may change without prior notice*",https://www.lamudi.com.ph/3-bedroom-house-for-sale-in-don-bosco-para-aque-ne-169339882663.html,"₱8,500,000",buy,3,,110,102,14.482705,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--pW2oENT4NdxtKmn5S0LBRZoL2gkGVVhzs3OTgijUbzY7JbfeDzxhz5oWOtjt07jztm_9ZIH5AvpHvfN7thlw7Q2GbLFBJwddQBCFjC9vD2h8pl8mdwzR4dUq5p6VZt6omkp7xLBB4mTVcgEMsw?stp=s2048x1152&ccb=10-5&oh=00_AfBSfksGIpHh_8xYkXtZUWgqH0NDeRQB6aELku2fQWBeEg&oe=660E214C&_nc_sid=201bca,"(121.028131, 14.48584)",0.49088246,2.88
"3-Bedroom and 2T&B Home For Sale at BF Homes, Parañaque City","B.F. Homes, Parañaque","3BR and 2T&B Home at BF Homes, Parañaque

Code: 8S_0154
Lot Area (SQM): 410.00
Floor Area/Unit Area (SQM): 380.00
Frontage: 19m
Bedrooms: 3
Toilet and Bath: 2
Parking Slot/Car Garage: 4
Furnishings: Semi-Furnished

Selling Price: ₱ 31,000,000.00 Gross (Inclusive of CGT, Broker's Fee)

PRICE DISCLAIMER :
The prices listed in this advertisement are subject to change without notice. Please contact the seller or visit their website for the most up-to-date pricing information.

Property Description:
- 1 Den
- Bungalow Style home
- Newly Renovated

For Inquiries, please call:
BRAD ZAFE
RE/MAX 8 REALTY",https://www.lamudi.com.ph/3-bedroom-and-2t-b-home-for-sale-at-bf-homes-para-170141636866.html,"₱31,000,000",buy,3,,380,410,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.08
Affodable Townhouse for sale in Parañaque only 12% DP terms Free title fees,"Don Bosco, Parañaque","For sale Townhouse 
10% Downpayment only 
10% Discount Promo only

2 Bedroom
2 Toilet & bath
1 gated carport

only 30k to reserve

Tcp: 5,200.000
10% Downpayment : 495k only
90% Bank financing or Home credit",https://www.lamudi.com.ph/affodable-townhouse-for-sale-in-para-aque-only-12-170905453981.html,"₱5,245,000",buy,2,,52,50,14.482705,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--pW2oENT4NdxtKmn5S0LBRZoL2gkGVVhzs3OTgijUbzY7JbfeDzxhz5oWOtjt07jztm_9ZIH5AvpHvfN7thlw7Q2GbLFBJwddQBCFjC9vD2h8pl8mdwzR4dUq5p6VZt6omkp7xLBB4mTVcgEMsw?stp=s2048x1152&ccb=10-5&oh=00_AfBSfksGIpHh_8xYkXtZUWgqH0NDeRQB6aELku2fQWBeEg&oe=660E214C&_nc_sid=201bca,"(121.028131, 14.48584)",0.49088246,2.08
"RFO 3 Bedroom Townhouse For Sale in Levitown, Better Living, Parañaque","Don Bosco, Parañaque","Levitown in Better Living Parañaque is a quiet community with plenty of trees. This property is ideal for buy, hold and rent type of investment/

With the rising inflation and cost of land. A house and lot is a really good hedge against inflation. The increase of the value of a residential lot in the city is much greater than the increase than the inflation rate and on top of that you get an annuity or passive income for life through the rental income of your property.

A residential lot in the city simply keeps increasing in value as inflation grows and the population grows.

Accumulating real estate rental portfoIio is the safest way to build wealth and your retirement nest egg.

Listing Office ID: 51e6e9affa",https://www.lamudi.com.ph/rfo-3-bedroom-house-for-sale-in-levitown-better-li-166606335125.html,"₱9,000,000",buy,3,,180,200,14.482705,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--pW2oENT4NdxtKmn5S0LBRZoL2gkGVVhzs3OTgijUbzY7JbfeDzxhz5oWOtjt07jztm_9ZIH5AvpHvfN7thlw7Q2GbLFBJwddQBCFjC9vD2h8pl8mdwzR4dUq5p6VZt6omkp7xLBB4mTVcgEMsw?stp=s2048x1152&ccb=10-5&oh=00_AfBSfksGIpHh_8xYkXtZUWgqH0NDeRQB6aELku2fQWBeEg&oe=660E214C&_nc_sid=201bca,"(121.028131, 14.48584)",0.49088246,3.77
"4  Bedroom House Bungalow in Merville Park Subdivision, Merville, Parañaque City","Merville, Parañaque","Nice Bungalow located at the executive area, Merville.
Near Guadalajara Park

Lot area: 504 sqm
Floor area: 450 sqm

4  Bedroom and Den
3 Car Garage
Swimming Pool 
Garden
Asking 45 million

House property for Sale in Merville, Parañaque, Metro Manila",https://www.lamudi.com.ph/4-bedroom-house-bungalow-in-merville-park-subdivis-169381061659.html,"₱45,000,000",buy,4,,450,504,14.499387,121.025633,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_BiRq8TNYusgGCMs99GN_7YzMVjMIaH9ykn3y2fftFIduHqwsr9AqwLLlDAG4UeOMacCc0ZTSirm5Lozbpy-XZvys4qfUN1NyGSo9X_Rg9Or7f_JXA3oUeAyrs4ZOqFIX-oqYRSHWzJ_1qDzHb_w?stp=s2048x1152&ccb=10-5&oh=00_AfAw66APHjqP2aNE81dw5mjghByvDG1sWD4jR_LegMW0lA&oe=660E1E46&_nc_sid=201bca,"(121.021268, 14.50365)",0.666238512,2.88
House and Lot For Sale in BF Homes Phase 2 Parañaque,"B.F. Homes, Parañaque",FOR SALE | BF Homes Phase 2 Total Lot area: 727 sqm (354 sqm +373 sqm) Floor area: 488 sqm 2 Living rooms 6 Bedrooms (4BR main house / 2BR second house) Garden Maid’s room w/ own T&B 6-Car garage Well-maintained Nice location 2 Titles Asking Price: P38M gross negotiable Nicolo Senires RE/MAX Prime PRC OR No. 7408057,https://www.lamudi.com.ph/house-and-lot-for-sale-in-bf-homes-phase-2-para-aq-169268668064.html,"₱38,000,000",buy,6,,488,727,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,3.77
"4  Bedroom House Bungalow in Merville Park Subdivision, Merville, Parañaque City","Merville, Parañaque","Nice Bungalow located at the executive area, Merville.
Near Guadalajara Park

Lot area: 504 sqm
Floor area: 450 sqm

4  Bedroom and Den
3 Car Garage
Swimming Pool 
Garden
Asking 45 million

House property for Sale in Merville, Parañaque, Metro Manila",https://www.lamudi.com.ph/4-bedroom-house-bungalow-in-merville-park-subdivis-169381061659.html,"₱45,000,000",buy,4,,450,504,14.499387,121.025633,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_BiRq8TNYusgGCMs99GN_7YzMVjMIaH9ykn3y2fftFIduHqwsr9AqwLLlDAG4UeOMacCc0ZTSirm5Lozbpy-XZvys4qfUN1NyGSo9X_Rg9Or7f_JXA3oUeAyrs4ZOqFIX-oqYRSHWzJ_1qDzHb_w?stp=s2048x1152&ccb=10-5&oh=00_AfAw66APHjqP2aNE81dw5mjghByvDG1sWD4jR_LegMW0lA&oe=660E1E46&_nc_sid=201bca,"(121.021268, 14.50365)",0.666238512,3.71
Bayshore Residential Resort by Megaworld 1 bedroom for sale,"Tambo, Parañaque","Elevate your moment and experience bayside living at Bayshore Residential Resort!

1 bedroom

35sqm floor area",https://www.lamudi.com.ph/bayshore-residential-resort-by-megaworld-1-bedroom-170657763013.html,No Price,buy,1,1,35,,14.516398,120.989915,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--RVqG0mLmsz9a90RWbKwPRksLt0h5ttJu01dxRn9WsoBxwLY1JIONaVstVOj67NsMeUz4NII9ii99kb6UAURYqP60R0b_TEQDLJYdCloZmXJUbFqa-vr89v_P-3b_smIpANAPB5cdislL2X-jLio?stp=s2048x1152&ccb=10-5&oh=00_AfDm5zDglaZusOd6M7cEh__ILeC3h3peCGbRqqxHADDjRw&oe=660E0B16&_nc_sid=201bca,"(120.990449, 14.516511)",0.058901243,3.77
4-Bedroom House and Lot for Sale in Merville Park at Parañaque City,"Merville, Parañaque","Code : DS88-001119
Category : For Sale
Project : Merville Park
City : Parañaque City
Property : House and Lot ( Four Bedroom )
Size : LA : 670 sqm FA : TBD
Parking : 4 Car Garage
Selling Price : Php 70,000,000.00 (Negotiable upon presenting an offer)

Property Details:
- 4 bedrooms and 3bathroom upstairs
- 1 office with 1 bathroom downstairs
- Pool and big garden front and back
- Separate Family room with bathroom facing the pool
- 4 car garage
- maid’s quarters
- main kitchen and dirty kitchen

Your Search Ends Here: Helping You Find Your Home in Merville Park, Parañaque
Will provide you options suited to your preference and needs!
We are here to present you with a variety of housing options for sale in Merville Park, Paranaque. This includes houses, townhouses, and condominiums, each with its own unique features and benefits. Along with the properties, we will provide you with information on payment options and prices, so you can make an informed decision.

For inquiries and property viewing please call:
JARED DIMANGONDAYAO
Licensed Real Estate Broker
Your Partner in Real Estate

Disclaimer:
Please note that the information regarding the property's availability, pricing, and other details is subject to change without prior notice. Propertydealsph/Top Realty Corporation reserves the right to correct or edit any errors or changes for this property listing.

All marketing materials featured in this post are either provided by the property owner or produced by Propertydealsph/Top Realty Corporation and are therefore considered part of Propertydealsph/Top Realty's intellectual property.

Refrain from any unauthorized use of these materials. Doing so may result in legal actions related to intellectual property ownership.",https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-in-merville-park-170004182115.html,"₱70,000,000",buy,4,,,670,14.499387,121.025633,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_BiRq8TNYusgGCMs99GN_7YzMVjMIaH9ykn3y2fftFIduHqwsr9AqwLLlDAG4UeOMacCc0ZTSirm5Lozbpy-XZvys4qfUN1NyGSo9X_Rg9Or7f_JXA3oUeAyrs4ZOqFIX-oqYRSHWzJ_1qDzHb_w?stp=s2048x1152&ccb=10-5&oh=00_AfAw66APHjqP2aNE81dw5mjghByvDG1sWD4jR_LegMW0lA&oe=660E1E46&_nc_sid=201bca,"(121.021268, 14.50365)",0.666238512,2.88
2 Storey On Going Construction House in BF Homes Parañaque City,"B.F. Homes, Parañaque","2 Storey On Going Construction House in BF Homes Paranaque City  Selling Price: 29,500,000.00  · Lot Area: 261 sqm · Floor Area: 370 sqm  HOUSE FEATURES: · On Going Construction · 3 Car Garage · 5 Bedrooms · 4 Toilet and Bath · Living Area · Kitchen Area · Dining Area · Maid’s and Driver’s Rooms with toilet and Bath",https://www.lamudi.com.ph/2-storey-on-going-construction-house-in-bf-homes-p-166010319816.html,"₱29,500,000",buy,5,,370,261,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
On Going Construction House and Lot for Sale in BF Homes Paranaque City,"B.F. Homes, Parañaque","On Going Construction House and Lot for Sale in BF Homes Paranaque City  Selling Price: 28,400,000.00  • Lot Area 240 sqm • Floor Area 285 sqm  HOUSE FEATURES: • 5 Bedrooms • 5 Toilet and Bath • 3 Car Garage • Powder Room • Modern Design Kitchen • Laundry Area with Washer and Dryer • Maids-room with Common Bathroom  Inclusions: • Inverter Refrigerator . • Built-in Electric Hob. • Built-in Oven and Microwave Oven . • 7 Units Split type Inverter Aircon . • Internet Wifi Ready. • CCTV Equipped. • Tiled with Walkway with Garden",https://www.lamudi.com.ph/on-going-construction-house-and-lot-for-sale-in-bf-homes-paranaque-city.html,"₱28,400,000",buy,5,,285,240,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
"Brand New House For Sale in BF Homes, Parañaque City, Metro Manila","B.F. Homes, Parañaque","Price: ₱29,800,000
Lot Area: 240 sqm
Floor Area: 217 sqm
Clean Title
Cash or Bank Financing
House Details:
4 Bedrooms
3 Toilet & Bath
Powder Room
Maids Room with own toilet & bath
Drivers Room with own toilet & bath
3 Car Garage
Maynilad Water
Safe & Gated Community
24Hours Security
Code: 298240ING",https://www.lamudi.com.ph/brand-new-house-for-sale-in-bf-homes-para-aque-cit-169398580038.html,"₱29,800,000",buy,4,,217,240,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.83
"Vacant Residential Lot For Sale in Sun Valley, Parañaque City","Sun Valley, Parañaque","Please message me for more info.

Residential lot for Sale through and tbrough (tagos sa kabilang street). Nice location inside secure community near the gate and commercial areas.",https://www.lamudi.com.ph/vacant-residential-lot-for-sale-in-sun-valley-para-170669237792.html,"₱33,000,000",buy,,,,672,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,3.77
"4 Bedroom Merville House for Sale in South Admiral Village, Parañaque","Merville, Parañaque","Merville House 4 (Location: South Admiral)

Brand new house
4 bedroom
4 toilet and bath
Lanai
Garden
with open kitchen with range
Lot area: 348 sqm with easement 188 sqm
Price: Php 35 Million",https://www.lamudi.com.ph/4-bedroom-merville-house-for-sale-in-south-admiral-169398551487.html,"₱35,000,000",buy,4,,300,348,14.499387,121.025633,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_BiRq8TNYusgGCMs99GN_7YzMVjMIaH9ykn3y2fftFIduHqwsr9AqwLLlDAG4UeOMacCc0ZTSirm5Lozbpy-XZvys4qfUN1NyGSo9X_Rg9Or7f_JXA3oUeAyrs4ZOqFIX-oqYRSHWzJ_1qDzHb_w?stp=s2048x1152&ccb=10-5&oh=00_AfAw66APHjqP2aNE81dw5mjghByvDG1sWD4jR_LegMW0lA&oe=660E1E46&_nc_sid=201bca,"(121.021268, 14.50365)",0.666238512,2.88
Brand-new Commercial Building along Aguirre Ave BF Homes Parañaque,"B.F. Homes, Parañaque","BRAND-NEW COMMERCIAL BUILDING FOR SALE Along Aguirre Avenue, BF Homes, Parañaque City  Lot area: 350 sq.meters  Floor Area : Approx 280sqm per floor  * GF: 280sqm * 2F: 280sqm * 3F: 280sqm * Mezzanine: 180sqm (outdoor)  Selling Price: Php 130Million",https://www.lamudi.com.ph/brand-new-commercial-building-along-aguirre-ave-bf-168993240476.html,"₱130,000,000",buy,,,280,,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,3.77
"890 sqm Lot for sale in Merville, Parañaque","Merville, Parañaque","Lot Area: 890 sqm
Mansion for demolition
Wide frontage
Rate: ₱65k per sqm 
Lot rate only",https://www.lamudi.com.ph/890-sqm-lot-for-sale-in-merville-para-aque-169779019054.html,"₱57,850,000",buy,,,,890,14.499387,121.025633,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_BiRq8TNYusgGCMs99GN_7YzMVjMIaH9ykn3y2fftFIduHqwsr9AqwLLlDAG4UeOMacCc0ZTSirm5Lozbpy-XZvys4qfUN1NyGSo9X_Rg9Or7f_JXA3oUeAyrs4ZOqFIX-oqYRSHWzJ_1qDzHb_w?stp=s2048x1152&ccb=10-5&oh=00_AfAw66APHjqP2aNE81dw5mjghByvDG1sWD4jR_LegMW0lA&oe=660E1E46&_nc_sid=201bca,"(121.021268, 14.50365)",0.666238512,3.33
"For Sale: 4BR House Semi-Commercial - Multinational Village, Parañaque","Moonwalk, Parañaque","FOR SALE: 4BR House Semi-Commercial - Multinational Village, Parañaque - P51M

**From P80M! Now only P51M!**

Lot Area: 709 sqm
Floor Area: 600 sqm +/-

Corner Lot
Semi-Commercial Area

4 Bedrooms + Library
5 Toilet & Bath
Maid's room with T&B
Whole Court Basketball Court
Built in 1987
5 Car Garage

Features:
*Clean title
*Was supposed to be the location of Mike Velarde’s (El Shadai) personal house 

*Wood used is a combination of Yakal & Narra
*Whole lot is elevated by 1.5m above road level for the elegant design & safe from flooding
*Construction materials used were black sand & Load bearing hollow blocks (not typical blocks)
*Flooring for the whole ground floor is marble
*All 5 T&B floor and wall is also made of marble
*2nd floor flooring is Narra
*Windows are custom made with outward curves
*Terrace upstairs overlooks the 2 major streets

ASKING PRICE: P51,000,000",https://www.lamudi.com.ph/for-sale-4br-house-semi-commercial-multinational-v-170175735580.html,"₱51,000,000",buy,4,,600,700,14.492371,121.008496,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-35Tn9oBsWD0-baMtrS389zsYNQmHV5_5pSq30dcJjvyUL51V5pCaDTAmj1gfeF2FvmDkUBplVjch5-9beHrYs6vUcaqKHsSnzofUxW8r50TzxqeGIo__JfmqTZVAQNzyWJNAB-1cmDU486avjtg?stp=s2048x1152&ccb=10-5&oh=00_AfBs1e7Nu-PHFMUDCmP8azsck0z67Miv1Lgt2gFB03aXQQ&oe=660E0DFC&_nc_sid=201bca,"(121.014659, 14.492893)",0.666876442,2.88
Brand New 4 Bedroom House for Sale in BF Homes Parañaque,"B.F. Homes, Parañaque",Want to schedule a viewing? Please do not hesitate to contact us.,https://www.lamudi.com.ph/brand-new-4-bedroom-house-for-sale-in-bf-homes-par-16837924292.html,"₱28,900,000",buy,4,,204,270,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.48
"For sale: Brand new 4BR House in Marcelo Green Village Ph 5, Parañaque City","Marcelo Green Village, Parañaque","MARCELO GREEN VILLAGE PH 5 PARANAQUE CITY 
Brand new, modern Design

Lot area 251 sqm
Floor area 270 sqm

G/F: Living, Dining, powder room, bedroom/office plus full bath, maids rm+CR, pantry, and rear garden

2/F: 3BR with CR each. Masters rm include walk in closet

2 car garage but easily expandible to 3 car garage

SELLING PRICE: P 26M GROSS

DIRECT
Contact for viewing:
Joey
Abiejoes realty",https://www.lamudi.com.ph/for-sale-brand-new-4br-house-in-marcelo-green-vill-170430216992.html,"₱26,000,000",buy,4,,270,251,14.469863,121.04211,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9T71RuEq7htyE2BxzWBRXqAfcHNFPt1dE-skhy5fRMbB-1MHWLNSTMrHo9nlbNbzX2TQIPPGXMu6qBOHB8g7NG82AU23TFto-eW7RJxoOlwQEVylDwuiTDJnaDDwJ-4MIhYaKMDnqFQNdWDbskfQc?stp=s2048x1152&ccb=10-5&oh=00_AfCbjMwgjfcBnUL0Rwovp3AVHo53z4KgW7yyb39asE1l0A&oe=660E2E99&_nc_sid=201bca,"(121.044476, 14.469211)",0.265085652,4.17
"3 Storey, 5 Bedroom, 1 Maid's Room House and Lot for Sale in Parañaque City","San Isidro, Parañaque","3 Storey House And Lot For Sale In Paranaque City
Cozy Beach Resort And Industrial-Inspired High Ceiling Home For Your Family!
Lot Area: 158.85 Square Meters
Floor Area: 254.1 Sqm
Bedroom: 5
Maid's Room: 1
Bathroom: 2 T&B + 1 Maid's T&B
High Ceiling House

Features:
1. Flood Proof
2. Insect Proof
3. Water Shortage Proof
4. Natural Light Architecture
5. Natural Ventilation Design
6. High Security (Beside 24-Hr Security Guard Post)",https://www.lamudi.com.ph/3-storey-5-bedroom-1-maid-s-room-house-and-lot-for-170547516745.html,"₱15,000,000",buy,5,,254,158,14.468547,121.011835,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8IZTEKAg0q9bv5t0D8r1RcLpyOL5rPlepat947mhVTF5nVaSS3PolYvMmqgMpXptEmbVJ2w3UgKtuHd7qbQADnc7Z2aIE9kMqEFSAJ7dbODyypQJYYSLXtXi4tTv-IA0m7kXApSxH9_VAxol57k60?stp=s2048x1152&ccb=10-5&oh=00_AfC80KbzezVkBZpMkpNwSY3vHUqKI3K_9ypwc0ePmOSv4Q&oe=660E13E4&_nc_sid=201bca,"(121.01141, 14.467918)",0.083324127,2.83
"Apartment building with income for Sale in Moonville, Parañaque","Sun Valley, Parañaque",4-story Apartment building in Moonville for sale with P160K monthly income with 40+ apartments rented out. Floor area: 1200 sqms. For more inquiries please contact me.,https://www.lamudi.com.ph/apartment-building-with-income-for-sale-in-moonvil-169815287035.html,"₱29,000,000",buy,10,9,1200,,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,4.0
"For Sale House with 4 Bedroom in San Antonio Valley 15, Parañaque City","San Antonio, Parañaque","Property Code: 582-SHL-SA15
San Antonio Valley 15
Unit A - available 
LA: 90 sq.m. 
FA: 200 sq.m. 
4 bedrooms
4 T&B 
2 car garage

The following will be included in Unit A:

- Improved finished cabinets for the master’s bedroom, bedroom 1, and bedroom 2
- Water reserve tank for uninterrupted water supply 
- Water pressure tank 

Unit A will be ready for occupancy by November  2023. 

Under Real Estate Broker License #5055
The LEAD Realty

Contact us for more! 

Michael Kingsu 
The Lead Realty Owner Under License #5055

 DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",https://www.lamudi.com.ph/for-sale-house-with-4-bedroom-in-san-antonio-valle-170686187725.html,"₱9,588,000",buy,4,,200,90,14.467199,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8m5Xp60r-dX17pjbn1H-JQXzFnnsMNcCnCXXyovebAlYZqy0ZYKdm1u9Cr19yMeESaMbnAqhTcFgAI040ZXQdRt9iJdUV8dylQgwRgF2hcgDUvCpTVtFV6mC0qFvc39NcQN813x1eDfkNeA67w5Ag?stp=s2048x1152&ccb=10-5&oh=00_AfD30CoVlV9a4spONHvFNY5fpOG4kIU7yHWB9byocVqQEw&oe=660E3A58&_nc_sid=201bca,"(121.021121, 14.468503)",0.433128109,3.33
