name,location,description,link,price,operation,bedrooms,bathrooms,floor area (m2),land size (m2),latitude,longitude,img_url_1,coordinates_1,distance_1,ModelScores
"1BR Regular Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towe...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805091074.html,"₱15,472,000",buy,1,1,57,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"2BR Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towers (4008...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-east-ugong-pasi-170805090113.html,"₱23,138,000",buy,2,2,89,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"2BR Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towers (2712...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-east-ugong-pasi-170805087559.html,"₱22,344,000",buy,2,2,89,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"2BR Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towers (3211...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-east-ugong-pasi-170805106846.html,"₱22,571,000",buy,2,2,89,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"1BR Regular Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towe...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805070028.html,"₱14,891,000",buy,1,1,57,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"1BR Regular Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towe...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805093480.html,"₱14,819,000",buy,1,1,57,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"Studio Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towers (3...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/studio-condo-unit-for-sale-in-ortigas-east-ugong-p-170805068986.html,"₱8,279,000",buy,1,1,32,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"1BR Regular Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towe...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805065451.html,"₱14,559,000",buy,1,1,56,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"1BR Regular Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towe...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805081057.html,"₱14,345,000",buy,1,1,56,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"Studio Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towers (3...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/studio-condo-unit-for-sale-in-ortigas-east-ugong-p-170805105273.html,"₱8,279,000",buy,1,1,32,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"2BR Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towers (2409...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-east-ugong-pasi-170805103158.html,"₱22,230,000",buy,2,2,89,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"1BR Regular Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towe...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805095560.html,"₱15,109,000",buy,1,1,57,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"1BR Regular Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towe...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805096065.html,"₱14,635,000",buy,1,1,58,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"1BR Regular Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towe...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805089467.html,"₱13,988,000",buy,1,1,56,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"1BR Regular Condo Unit for Sale in Ortigas East, Ugong, Pasig | Maple at Verdant Towe...","Ugong, Pasig",Note: TCP is inclusive of parking  Maple Total number of storeys - 42 storeys Total number of elevators - 6 lifts 4 high-speed elevators 1 service elevator  Amenities: The Gardenwalk Lounge Pool Splashground and Water Feature Children's Pool Outdoor Shower Area The Landscape Plays Pace The Gardens (for Townhouse Units) Residents' Lounge The Hall Fitness Facility  HLURB LTS No. 033456 Turnover: 2024,https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805094076.html,"₱14,416,000",buy,1,1,56,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.45
"Studio Condo Unit for Sale in Ortigas CBD, Pasig at Portico - Ametrine | 31sqm","Ortigas CBD, Pasig","PRE-SELLING CONDOMINIUM IN PASIG Portico is a distinct urban courtyard community with a versatile mixed-use residential development of high-rise residences, brownstone-inspired townhouses, and verdant environments that create a rare breathing space amidst a bustling CBD. The courtyard amenities and varied recreational spaces foster neighborly connections and encourage active lifestyles. Green spaces are woven into the development, making it a rare breathing space in the bustling central business district. Portico is located in Ortigas, Pasig City, a meeting point of other influential cities like San Juan and Quezon City. Ortigas continues to be a central business district of choice to top foreign and domestic corporations, as well as financial institutions like the Asian Development Bank. The CBD is bounded by main access points—EDSA, C5, and Shaw Boulevard, interlinking the district to major metropolitan destinations and beyond. Amidst it all, Portico is a pocket of peace and quiet in a well-connected and busy hub. Exclusive city living starts in any of the studios to three-bedroom unit types ranging from approximately 30 to 278 sq.m.  AMENITIES  Indoor Amenities  Gym Function Room   Outdoor Amenities  Swimming Pool Multipurpose Court Courtyards Jogging Path   Back-of-House Facilities  Residential Administration Office Security and Fire Command Center Rooms Maintenance and Janitor Rooms Garbage Holding Area   FEATURES  Ametrine  Kitchen system Closets for Bedrooms Telephone Line Provision Audio Guest Annunciator CATV Provision Provision for water heating system at T&B lavatory and shower area Tapping points to be provided; Aircon units, refrigerant and condensate pipes to be provided by unit owner Provision for washer/dryer   WHAT’S NEARBY  Key Hubs/Business Districts  Ortigas Center (1.2 km) Bonifacio Global City (BGC) (4.0km)   Leisure Destinations  Ayala Malls The 30th (0.5km) Estancia at Capitol Commons (0.5km) Shangri-La Plaza (1.5km) SM Megamall / The Podium (2km) Robinsons Galleria (2.5km)   Educational Institutions  St. Paul College Pasig (0.7km) University of Asia and the Pacific (1.4km) St. Pedro Poveda College (2.5km)   Medical Institutions  Medical Plaza Ortigas (1.6 km) The Medical City (2.5 km) Cardinal Santos Medical Center (4.3 km)   Location: Oranbo Drive and Capt. Javier St., Brgy. Oranbo, Pasig City, Metro Manila, Philippines LS No. 033483 (Phase 2 - The Ametrine at Portico) Completion Date: December 31, 2025 (Phase 2 - The Ametrine at Portico)",https://www.lamudi.com.ph/studio-condo-unit-for-sale-in-ortigas-cbd-pasig-at-170781025675.html,"₱7,781,000",buy,1,1,31,,14.583771,121.059675,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-BGwOXglEImZk4pHIf4Ty_9SK495earhjcgm2-baahmFcYhmdXu3ur2nONkkm5xTxlr0s3TQaDah0CuK-5eYGpBreiwo8Z3ynRbxCA_AiryllIg6TqYj6y4mpVGbIuNa5ESHC3LWeS9-407nDAC3Y?stp=s2048x1536&ccb=10-5&oh=00_AfBRxsaM39c1uc6HyVMj_VN8oN3Y0mdazBPrpbN2bFcMGg&oe=660D071B&_nc_sid=201bca,"(121.063841, 14.583712)",0.448957792,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804486076.html,"₱20,821,000",buy,1,1,70,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804528446.html,"₱18,758,000",buy,1,1,65,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804486666.html,"₱19,910,000",buy,1,1,65,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804499113.html,"₱18,637,000",buy,1,1,65,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804511656.html,"₱18,591,000",buy,1,1,65,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
