link,subdivision name,bedrooms,baths,floor area (m²),available from,broadband internet available,air conditioning,car spaces,classification,fully furnished,total floors,area address,built-in wardrobes,balcony,build (year),fully fenced,rooms (total),price,latitude,longitude,operation,type,block and lot/unit/floor number,price conditions,deposit / bond,sqm range,price range,gym,wi-fi,swimming pool,pay tv access,basketball court,jogging path,alarm system,lounge,entertainment room,parks,unit/floor number,floor,condominium name,cctv,basement parking,elevators,fire exits,function room,lobby,reception area,fire alarm,fire sprinkler system,24-hour security,garden,secure parking,tower name/number,bar,maid's room,playground,gymnasium,utility room,billiards table,business center,club house,fitness center,game room,meeting rooms,multi-purpose hall,shower rooms,sky lounge,smoke detector,social hall,study room,function area,open space,gazebos,shops,study area,carport,clubhouse,deck,gazebo,landscaped garden,multi-purpose lawn,parking lot,theater,daycare center,sauna,laundry area,courtyard,badminton court,tennis court,jacuzzi,central air conditioning,health club,indoor spa,outdoor spa,pool bar,indoor pool,drying area,floorboards,split-system heating,garage,remote garage,sports facilities,powder room,maids room,library,spa,clinic,open car spaces,intercom,ensuite,pond,amphitheater,gas heating,hydronic heating,indoor tree house,open fireplace,helipad,golf area,latitude.1,longitude.1,bathrooms,land size (m²),storage room,terrace,block and lot/unit number,driver's room,attic,basement,lanai,ducted cooling,ducted vacuum system,fireplace,volleyball court,block and lot
https://www.lamudi.com.ph/3-br-condominium-unit-for-sale-at-sorrento-oasis-i-171229734232.html,,3.0,1,66.27,,,,,,,,,,,,,,"₱11,019,500",,,buy,condominium,,,,,,1,,1,,1,1,,,,1,,,Sorrento Oasis,1,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-br-condominium-unit-for-sale-at-allegra-garden-p-171213215161.html,,2.0,1,58.5,,,,,,,,,,,,,,"₱10,014,360",,,buy,condominium,,,,,,1,,1,,1,1,,1,1,,,,Allegra Garden Place,1,,1,1,,,,1,1,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.565391,121.06934,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-461-acquired-property-for-sale-in-units-416-and-417-4-f-samaya-building-east-raya-gardens-condominium-brgy-san-miguel-pasig-city-with-service-and-parking-area.html,,1.0,,112.5,,,,,,,,,,,,,,"₱8,972,500",,,buy,condominium,,,,,,,,,,,,,,,,,,East Raya Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.567197,121.092265,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-1-bedroom-condo-unit-in-the-royalton-at-c-170971594098.html,,1.0,1,70,,,1,,,,,,,,,,,"₱19,500,000",,,buy,condominium,,,,,,1,,,,,,1,,,,,,The Royalton at Capitol Commons,1,,1,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.575822,121.064324,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-428-acquired-property-for-sale-in-unit-108-g-f-danube-building-riverfront-residences-dr-sixto-antonio-avenue-brgy-caniogan-pasig-city-with-drying-area.html,,1.0,,64,,,,,,,,,,,,,,"₱4,615,000",,,buy,condominium,,,,,,,,,,,,,,,,,,Riverfront Residences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.571885,121.077937,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-1405-acquired-property-for-sale-in-unit-404-4-f-tower-b-villa-sole-condominium-brgy-santolan-manggahan-pasig-city.html,,,,34,,,,,,,,,,,,,,"₱2,182,700",,,buy,condominium,,,,,,,,,,,,,,,,,,Villa Sole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.601887,121.093698,,,,,,,,,,,,,,
https://www.lamudi.com.ph/spacious-3-bedroom-with-family-room-171228807480.html,,3.0,3,234,,,1,,,,,,1,1,,,,"₱83,000,000",14.588464,121.089097,buy,condominium,,,,,,1,1,1,,1,1,1,1,1,1,,10A,The Velaris Residences,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,1,,,,1,1,1,1,1,,,1,1,,,,,1,,,1,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/pre-selling-condo-108sqm-1-5-bedroom-unit-for-sale-171213728077.html,,1.0,1,108,16/04/2024,,1,1,,,1,,1,1,2028,,1,"₱37,408,000",14.588464,121.089097,buy,condominium,,,,108,"37,000,000",1,,1,,,1,,1,,,27B,27B,The Velaris Residences,1,1,1,1,1,1,1,1,,1,,1,The Velaris Residences North Tower,,,,1,,1,,,,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,,1,1,1,1,,,,,1,,1,1,1,1,,,,,,,1,,1,,1,,,1,,,,,,,,,1,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/promo-discount-2-bedroom-condo-for-sale-in-pasig-c-167998948140.html,,2.0,2,105,,,,1,,,,,,,,,,"₱34,183,965",14.588464,121.089097,buy,condominium,,,,,,,,1,,,,1,,,,,,The Velaris Residences,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-1-bedroom-condo-unit-in-the-royalton-at-c-170971594098.html,,1.0,1,70,,,1,,,,,,,,,,,"₱19,500,000",,,buy,condominium,,,,,,1,,,,,,1,,,,,,The Royalton at Capitol Commons,1,,1,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.575822,121.064324,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-428-acquired-property-for-sale-in-unit-108-g-f-danube-building-riverfront-residences-dr-sixto-antonio-avenue-brgy-caniogan-pasig-city-with-drying-area.html,,1.0,,64,,,,,,,,,,,,,,"₱4,615,000",,,buy,condominium,,,,,,,,,,,,,,,,,,Riverfront Residences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.571885,121.077937,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-unit-with-balcony-the-fifth-renaissance-com-171249264848.html,,1.0,1,36,01/01/2028,,1,,,,,,,1,,,,"₱9,760,000",14.582943,121.072573,buy,condominium,,,,,,,,1,,,1,1,,,,5 floor/c,,The Fifth,1,1,1,1,1,1,,1,,1,,,,1,,1,,,,,,1,,,,1,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,1,,,1,,,,,,,14.582943,121.072573,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-1405-acquired-property-for-sale-in-unit-404-4-f-tower-b-villa-sole-condominium-brgy-santolan-manggahan-pasig-city.html,,,,34,,,,,,,,,,,,,,"₱2,182,700",,,buy,condominium,,,,,,,,,,,,,,,,,,Villa Sole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.601887,121.093698,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-unit-171074913642.html,,1.0,1,24,30/12/2025,,,,,,," Bridgetowne Destination Estate, Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1110 Metro Manila",,,,,,"₱7,000,000",14.588464,121.089097,buy,condominium,,,,,,,,1,,,,,1,,,22/40,,Cirrus Residences,,,,,1,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/spacious-3-bedroom-with-family-room-171228807480.html,,3.0,3,234,,,1,,,,,,1,1,,,,"₱83,000,000",14.588464,121.089097,buy,condominium,,,,,,1,1,1,,1,1,1,1,1,1,,10A,The Velaris Residences,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,1,,,,1,1,1,1,1,,,1,1,,,,,1,,,1,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-15283-acquired-property-for-sale-at-unit-15-168898164422.html,,1.0,,42.74,,,,,,,,"Unit 15, 10/F, Cerritos Residences, Mercedes Avenue, Brgy. San Miguel, Pasig City",,,,,,"₱3,846,600",14.567197,121.092265,buy,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.567197,121.092265,,,,,,,,,,,,,,
https://www.lamudi.com.ph/rush-condo-unit-for-sale-8k-monthly-studio-in-pasi-170429903056.html,,1.0,1,24,25/08/2022,,,,,,,,,,,,,"₱2,609,006",,,buy,condominium,,,,,,,1,1,,,1,,,1,,25 H,,Kasara Urban Resort Residences,1,,1,1,,,,1,1,1,,1,,,,1,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,14.582943,121.072573,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-studio-unit-rent-to-own-condo-8k-monthly-170291727957.html,,1.0,1,24,11/05/2022,,,,,,,,,1,,,,"₱2,210,933",,,buy,condominium,,,,,,1,1,1,,,,,,,,Unit 15A,,Kasara Urban Resort Residences,1,,,1,,1,,1,1,1,1,,Tower 2,,,1,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,14.582943,121.072573,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-unit-for-sale-at-empress-at-capitol-commons-171340496313.html,,1.0,1,38,,,,,,,,,,,,,,"₱11,330,000",,,buy,condominium,,,,,,1,,1,,,,,1,,,,,Empress at Capital Commons,1,,1,1,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,,,,,,,,,,,,,,
https://www.lamudi.com.ph/3br-unit-for-sale-with-private-elevator-across-cor-171221737469.html,,3.0,3,156,16/04/2024,,1,,,,,,1,1,,,,"₱51,478,000",14.588464,121.089097,buy,condominium,,,,,,1,1,1,,,1,,1,1,1,6NP,6,The Velaris Residences,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,,1,1,,1,,1,1,1,1,1,,,1,1,,,1,1,1,1,,,,,,,1,1,1,1,,,1,,1,,1,1,1,,,,,1,,,,,,,,,1,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/pre-selling-condo-108sqm-1-5-bedroom-unit-for-sale-171213728077.html,,1.0,1,108,16/04/2024,,1,1,,,1,,1,1,2028,,1,"₱37,408,000",14.588464,121.089097,buy,condominium,,,,108,"37,000,000",1,,1,,,1,,1,,,27B,27B,The Velaris Residences,1,1,1,1,1,1,1,1,,1,,1,The Velaris Residences North Tower,,,,1,,1,,,,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,,1,1,1,1,,,,,1,,1,1,1,1,,,,,,,1,,1,,1,,,1,,,,,,,,,1,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-3-bedroom-penthouse-in-pasig-kasara-nr-or-168568420180.html,,3.0,3,117,,,1,,,,,,,,,,,"₱19,281,978",,,buy,condominium,,,,,,1,1,1,,1,1,1,1,,1,Penthouse,,Kasara Urban Resort Residences,1,,1,1,1,1,1,1,1,1,1,1,Tower 1,,,1,,1,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,14.582943,121.072573,,,,,,,,,,,,,,
https://www.lamudi.com.ph/ortigas-avenue-pasig-city-foreclosed-residential-c-171143763018.html,,1.0,1,42.8,,,,,,,,"Unit 7401, 4th Floor., Bldg. G, One Oasis Ortigas Condo, Ortigas Ave., Extn",,,,,,"₱4,280,000",14.588464,121.089097,buy,condominium,,,,,,,,,,,,,,,,"Unit 7401, 4th Floor",,One Oasis Ortigas,,,,,,,,,,,,,Bldg. G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/rush-rent-to-own-1bedroom-unit-for-sale-pasig-at-k-16993223310.html,,1.0,1,36,06/05/2022,,,,Brand New,Semi,,,,,,,,"₱2,210,302",,,buy,condominium,,,,,,1,1,1,,1,,1,,,,20 C,,Kasara Urban Resort Residences,,,1,1,,1,1,1,1,1,,,Tower 2,,1,1,,,,,,1,,1,,1,,1,,,,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,,,,,,,,,,,,,,
https://www.lamudi.com.ph/the-sapphire-bloc-ortigas-2-bedroom-unit-for-sale-171029323263.html,,2.0,2,60,08/08/2023,,1,,,Yes,,,1,,,,3,"₱13,500,000",,,buy,condominium,,,,60,12000000,1,,1,,,1,1,1,1,,36th floor,,The Sapphire Bloc,1,,1,1,1,1,,1,1,1,1,,North Tower,,1,,,1,1,1,,1,,1,1,1,,1,,,,,,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,14.583771,121.059675,,,,,,,,,,,,,,
https://www.lamudi.com.ph/1-bedroom-unit-condo-unit-for-sale-at-maple-at-ver-171341723288.html,,1.0,1,57,,,,,,,,,,,,,,"₱17,114,000",,,buy,condominium,,,,,,,,1,,,,,1,,,,,Maple at Verdant Towers,1,,1,1,1,,,1,1,1,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,,,,,,,,,,,,,,
https://www.lamudi.com.ph/cdc-millennium-ortigas-condominium-pasig-171082118415.html,,1.0,1,40.66,19/03/2024,,1,,,,,,,,2018,,1,"₱7,200,000",,,buy,condominium,,,,40.66,7000,1,,,,,,1,,,,29,29,CDC Millennium Ortigas,1,1,1,,1,1,,1,1,1,,,CDC Millennium,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,14.582707,121.061458,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-unit-for-sale-at-golden-heights-barcelon-170770032342.html,,2.0,1,44.01,,,,,,,,,,,,,,"₱5,372,143",,,buy,condominium,,,,,,,,1,,1,,,,,,,,Golden Heights Barcelona,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.548791,121.086626,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-condominium-unit-for-sale-at-residences-171334673580.html,,2.0,2,114,,,,,,,,,,,,,,"₱42,229,000",,,buy,condominium,,,,,,,,1,,,,,1,,1,,,Residences at The Galleon,1,,1,1,,,,1,1,,1,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,,,,,,,,,,,,,,
https://www.lamudi.com.ph/good-deal-1-bedroom-in-vantage-by-rockwell-170910411484.html,,1.0,1,40,,,1,,,No,,,,,,,,"₱8,500,000",,,buy,condominium,,,,,,1,,,,,,1,,,,,,Vantage,1,,1,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.569208,121.060157,,,,,,,,,,,,,,
https://www.lamudi.com.ph/gem-residences-i-1-bedroom-end-unit-with-balcony-f-170538955695.html,,1.0,1,34.92,,,,,,No,,,,1,,,,"₱8,678,000",,,buy,condominium,,,,,,,,1,,,,1,1,,,GEMRB011521,,Gem Residences,1,,1,1,1,1,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,,,,,,,,,,,,,,
https://www.lamudi.com.ph/25-sq-m-rfo-studio-with-balcony-condo-for-sale-in-170634638615.html,,1.0,1,25,,,,,,No,,,,,,,,No Price,,,buy,condominium,,,,,,1,,1,,,,1,1,,1,,,Amaia Steps Pasig,1,,1,,,1,1,,,1,,,,,,1,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.567197,121.092265,,,,,,,,,,,,,,
https://www.lamudi.com.ph/parklinks-north-tower-by-ayala-for-sale-3br-condo-170013865556.html,,2.0,2,144,,,1,,,No,,,,1,,,,"₱49,964,000",,,buy,condominium,,,,,,,1,1,,1,,1,1,,1,38B,,The Lattice at Parklinks,1,1,,,,1,,,,1,,1,,1,,1,1,1,,,,,,,1,,1,1,1,,1,1,,1,1,1,1,,1,1,,1,,,,,1,,,,,,,,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,14.601887,121.093698,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-condominium-newest-project-of-shang-prop-170556826039.html,,2.0,3,95,,1,1,,Brand New,Semi,66,,1,1,2029,,1238,"₱23,000,000",,,buy,condominium,,,,,270000,1,1,1,,,,1,1,1,,,23E,LAYA by Shang Property,1,1,1,1,1,1,1,,1,1,1,,LAYA,1,,1,,1,1,1,,1,1,1,1,1,,,1,1,1,,,1,1,,1,1,,1,,1,,1,,,,,,,1,1,1,,1,1,1,,,,,,1,,1,,1,,1,,,,,,,1,,,14.575822,121.064324,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-70-sqm-1-bedroom-unit-in-residences-at-th-169768310984.html,,1.0,1,70,,,,,,No,,,,1,,,,"₱27,569,000",,,buy,condominium,,,,,,1,1,1,,,,1,1,,,Level 11,,Residences at The Galleon,1,,1,1,1,1,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-condominium-unit-for-sale-at-the-valeron-to-170644780571.html,,1.0,1,32,,,,,,No,,,,,,,,"₱7,600,000",,,buy,condominium,,,,32 to 34.5 sqm,7.6M to 9.2M,1,,1,,,,,1,,,,,The Valeron Tower,,,1,1,1,1,,1,1,1,,,,,,,,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582707,121.061458,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-1-bedroom-condo-unit-at-the-valeron-tower-170626313183.html,,1.0,1,46.5,,,,,,No,,,,,,,,"₱8,800,000",,,buy,condominium,,,,46.5SQM TO 53SQM,8.8M TO 11.6M,1,,1,,,,,1,,,,,The Valeron Tower,,,1,1,1,1,,1,1,1,,,,,,,,,,,,,1,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582707,121.061458,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-studio-condo-unit-cirrus-residences-in-ro-170901145947.html,,1.0,1,24,,,,,,No,,,,,,,,"₱6,804,646",14.588464,121.089097,buy,condominium,,,,,,,,1,,,,1,1,,,3.5E+18,,Cirrus Residences,1,,1,1,1,1,,1,1,1,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-unit-for-sale-at-the-lattice-at-parklink-170919938771.html,,2.0,3,95,,,,,,,,,,,,,,"₱24,449,000",,,buy,condominium,,,,,,1,,1,,,,,,,,,,The Lattice at Parklinks,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/ready-for-occupancy-3-bedroom-condominium-unit-at-170913775441.html,,3.0,3,80,,,,,,No,,,,,,,,"₱17,400,000",,,buy,condominium,,,,,,,,1,,,,,,,,3109,,The Grove by Rockwell,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/3-bedroom-luxury-condominium-for-sale-at-le-pont-i-170867664611.html,,3.0,3,196,,,,,,Yes,,"North Drive corner Central Drive, Bridgetown East, Rosario, Pasig City",,1,,,,"₱64,142,263",14.588464,121.089097,buy,condominium,,,,,,1,,1,,,1,1,1,1,1,46D,,Le Pont Residences,1,1,1,,1,,1,1,1,1,1,1,,1,,1,,1,1,,,,1,,,,,,,,,,,1,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/1-bedroom-condominium-at-laya-new-project-of-shang-170556807652.html,,1.0,1,38,,1,1,,Brand New,Semi,66,,1,1,2029,,1238,"₱11,000,000",,,buy,condominium,,Pre selling,,,270000,,1,1,,,,1,1,1,,,Unit Y,Laya by Shang Properties,1,,1,,1,1,1,,,1,,,LAYA,1,,,,1,1,1,,1,1,1,1,1,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,14.575822,121.064324,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-2-bedroom-the-vantage-at-kapitolyo-pasig-16969208474.html,,2.0,2,51,,,,,,,,,,,,,,"₱14,000,000",,,buy,condominium,,,,,,1,,1,,,,1,,,,,,The Vantage at Kapitolyo,1,1,1,1,1,1,,1,,1,,1,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,14.569208,121.060157,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-15067-acquired-property-condo-for-sale-in-un-168354350456.html,,1.0,,81,,,,,,,,"Unit 209, 2/F, Mississippi Building, Riverfront Residences, Dr. Sixto Antonio Avenue, Brgy. Caniogan, Pasig City (With Service Area)",,,,,,"₱5,980,000",14.571885,121.077937,buy,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.571885,121.077937,,,,,,,,,,,,,,
https://www.lamudi.com.ph/the-sapphire-bloc-cbd-ortigas-condominium-unit-for-170775009042.html,,1.0,1,28,,,,,,,,,,,,,,"₱7,739,420",,,buy,condominium,,,,,,1,,1,,,,1,1,1,,26A,,The Sapphire Bloc East,,1,1,1,1,1,1,,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,14.583771,121.059675,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-15069-acquired-property-condo-for-sale-in-un-168354349451.html,,1.0,,92.3,,,,,,,,"Unit 1102, 11/F, Building B, Renaissance 300, Renaissance Center, Meralco Ave., Brgy. Ugong, Pasig City",,,,,,"₱9,230,000",14.582943,121.072573,buy,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-1279-acquired-property-for-sale-in-unit-21-o-21-f-the-exchange-regency-condominium-exchange-road-corner-meralco-ave-brgy-oranbo-san-antonio-pasig-city-retail.html,,1.0,,29,,,,,,,,,,,,,,"₱3,480,000",,,buy,condominium,,,,,,,,,,,,,,,,,,The Exchange Regency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.575822,121.064324,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-condo-unit-for-sale-in-sync-residences-p-170585354023.html,,2.0,1,75,,,,,,,,,,,,,,"₱19,196,630",,,buy,condominium,,,,,,,,1,,,1,1,1,1,1,2601,,SYNC Residences,,,1,1,1,1,,1,1,,1,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,14.565391,121.06934,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-21-sqm-studio-condo-unit-at-spectrum-in-o-170867430859.html,,1.0,1,21,,,,,,No,,,,,,,,"₱8,612,069",14.583771,121.059675,buy,condominium,,,,,,1,,1,,,,1,1,,,24F-0011,,Spectrum,1,,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,,,,,,,,,,,,,,
https://www.lamudi.com.ph/m-r-3-1216-acquired-property-for-sale-in-unit-701-7-f-tower-b-villa-sole-condominium-no-452-eulogio-amang-rodriguez-avenue-brgy-santolan-mangahan-pasig-city-retail.html,,,,34,,,,,,,,"Unit 701, 7/F, Tower B, Villa Solle Condominium, No. 452 Eulogio Amang Rodriguez Ave., Brgy. Santolan / Manggahan, Pasig City",,,,,,"₱2,811,600",14.613073,121.087967,buy,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.613073,121.087967,,,,,,,,,,,,,,
https://www.lamudi.com.ph/the-vantage-at-kapitolyo-2-bedroom-condominium-uni-170538884353.html,,2.0,2,60,,,1,1,Brand New,Semi,,,,1,,1,2,"₱16,448,960",,,buy,condominium,,,,60,"16,00",1,,1,,,1,1,1,,1,17th Floor,,The Vantage at Kapitolyo,1,1,1,1,1,1,1,,,1,,,East Tower,,1,1,,1,,1,,1,,1,,1,,,,1,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.569208,121.060157,,,,,,,,,,,,,,
