link,subdivision name,block and lot/unit/floor number,bedrooms,baths,floor area (m²),available from,alarm system,built-in wardrobes,floorboards,broadband internet available,pay tv access,air conditioning,central air conditioning,entertainment room,lounge,study room,wi-fi,swimming pool,tennis court,balcony,fully fenced,basketball court,sports facilities,jogging path,parks,area address,fully furnished,ducted cooling,build (year),rooms (total),total floors,price conditions,price range,car spaces,sqm range,classification,price,operation,land size (m2),latitude,longitude,type,gym,condominium name,tower name/number,cctv,elevators,fire exits,fitness center,function room,game room,lobby,reception area,24-hour security,landscaped garden,playground,unit/floor number,gymnasium,utility room,club house,drying area,powder room,smoke detector,daycare center,fire alarm,shops,study area,clubhouse,deck,garden,jacuzzi,multi-purpose lawn,pool bar,indoor pool,basement parking,intercom,laundry area,maid's room,meeting rooms,function area,open space,gazebos,garage,parking lot,shower rooms,multi-purpose hall,fire sprinkler system,gazebo,open car spaces,secure parking,theater,business center,health club,sky lounge,social hall,courtyard,pond,billiards table,bar,floor,ensuite,indoor spa,open fireplace,badminton court,carport,gas heating,deposit / bond,split-system heating,amphitheater,clinic,library,sauna,spa,hydronic heating,indoor tree house,maids room,remote garage,outdoor spa,helipad,golf area,latitude.1,longitude.1,bathrooms,land size (m²),driver's room,lanai,storage room,block and lot/unit number,terrace,volleyball court,ducted vacuum system,fireplace,attic,basement,block and lot
https://www.lamudi.com.ph/for-sale-1br-sea-view-condo-resort-in-oak-harbor-r-171072699065.html,,,1.0,1.0,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱19,980,240",buy,,14.509206,120.985714,condominium,,Oak Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509206,120.985714,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-3br-penthouse-unit-in-oak-harbor-residenc-171082677943.html,,,3.0,4.0,252.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱52,908,240",buy,,14.509206,120.985714,condominium,,Oak Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509206,120.985714,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-2br-condo-unit-in-oak-harbor-residences-171073441846.html,,,2.0,3.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱23,214,240",buy,,14.509206,120.985714,condominium,,Oak Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509206,120.985714,,,,,,,,,,,,,
https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-azure-urban-resort-resi-17133518508.html,,,1.0,1.0,29.0,17/04/2024,,,,,,,,,,,,,,,,,,,,"West Service Rd, Parañaque, Philippines",,,,1.0,,,,,,,"₱3,300,000",buy,,14.4613,121.04508,condominium,,Azure Urban Resort Residences,Bahamas,,,,,,,,,,,,16th Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16th Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-2-bedrooms-condominium-unit-in-asiana-oas-168430631562.html,,,2.0,1.0,52.5,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"₱7,322,784",buy,,14.49457035,121.0053747,condominium,,Asiana Oasis,,,1.0,,,,,,,1.0,,,U1212,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,14.492371,121.008496,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-1br-sea-view-condo-resort-in-oak-harbor-r-171082522975.html,,,1.0,1.0,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱19,980,240",buy,,14.509206,120.985714,condominium,,Oak Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509206,120.985714,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-2br-condo-unit-in-oak-harbor-residences-17108257154.html,,,2.0,3.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱18,510,240",buy,,14.509206,120.985714,condominium,,Oak Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509206,120.985714,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-3br-condo-unit-in-oak-harbor-residences-171082717250.html,,,3.0,3.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱30,270,240",buy,,14.509206,120.985714,condominium,,Oak Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509206,120.985714,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-2br-condo-unit-with-sea-view-in-oak-harbo-171073906152.html,,,2.0,3.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱23,312,240",buy,,14.509206,120.985714,condominium,,Oak Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509206,120.985714,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-1br-condo-unit-in-oak-harbor-residences-171072767321.html,,,1.0,1.0,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱18,412,240",buy,,14.509206,120.985714,condominium,,Oak Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509206,120.985714,,,,,,,,,,,,,
https://www.lamudi.com.ph/azure14xxb-for-sale-fully-furnished-2br-unit-w-bal-171134144790.html,,,2.0,1.0,38.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,"Azure Urban Resort Residences,16, West Service Road, Bicutan Paranaque City",,,,,,,,,,,"₱5,500,000",buy,,14.4896303,121.0132574,condominium,,Azure Urban Resort Residences,,,1.0,,,,,,,1.0,,,14th floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/51par006-foreclosed-residential-condominium-in-azu-17001217269.html,,,,,37.26,,,,,,,,,,,,,,,,,,,,,"1133, 11th Floor, Bahamas Tower at Azure Urban Resort Residences, West Service Road, Barangay Marcelo Green, Parañaque City",,,,,,,,,,,"₱5,552,000",buy,,14.469863,121.04211,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.469863,121.04211,,,,,,,,,,,,,
https://www.lamudi.com.ph/51par004-foreclosed-residential-condominium-in-azu-170012172593.html,,,,,36.05,,,,,,,,,,,,,,,,,,,,,"Unit 0703, 7th floor, Azure Urban Resort Residences, West Service Road, Marcelo Green, Paranaque City",,,,,,,,,,,"₱5,120,000",buy,,14.469863,121.04211,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.469863,121.04211,,,,,,,,,,,,,
https://www.lamudi.com.ph/51par049-foreclosed-residential-condominium-in-cha-167936167814.html,,,1.0,,40.0,,,,,,,,,,,,,,,,,,,,,"Unit 202, 2nd Floor, Chateau Elysee Cluster 3, La Huerta,  Paranaque City",,,,,,,,,,,"₱2,800,000",buy,,14.501183,120.991217,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.501183,120.991217,,,,,,,,,,,,,
https://www.lamudi.com.ph/51par165-foreclosed-residential-condominium-unit-i-170012173078.html,,,,,25.0,,,,,,,,,,,,,,,,,,,,,"Unit 3, 1st Floor, Athens Building, Kassell Residences Paranaque, E. Rodriguez Avenue, Barangay Moonwalk, Paranaque City",,,,,,,,,,,"₱1,785,000",buy,,14.492371,121.008496,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.492371,121.008496,,,,,,,,,,,,,
https://www.lamudi.com.ph/51par239-foreclosed-residential-condominium-in-bet-170012173478.html,,,,,24.0,,,,,,,,,,,,,,,,,,,,,"Unit 108/ Cluster 5, Building C, Chateau, Elysee, Dona Soledad Ave Ext., Betterliving, Paranaque City",,,,,,,,,,,"₱2,016,000",buy,,14.482705,121.024909,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.482705,121.024909,,,,,,,,,,,,,
https://www.lamudi.com.ph/51par002-foreclosed-residential-condominium-in-azu-17001217212.html,,,,,48.58,,,,,,,,,,,,,,,,,,,,,"Unit 26, 3rd Floor, Azure Urban Resort Residences, Boracay Tower, KM 16, West Service Road, Barangay Marcelo Green, Paranaque City",,,,,,,,,,,"₱7,115,000",buy,,14.469863,121.04211,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.469863,121.04211,,,,,,,,,,,,,
https://www.lamudi.com.ph/51par007-foreclosed-residential-condominium-in-azu-170012172813.html,,,,,29.74,,,,,,,,,,,,,,,,,,,,,"1828, 18th Floor, Positano Bldg., Azure Urban Resort Residences, West Service Road, Barangay Marcelo Green, Parañaque City",,,,,,,,,,,"₱4,313,000",buy,,14.469863,121.04211,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.469863,121.04211,,,,,,,,,,,,,
https://www.lamudi.com.ph/51par003-foreclosed-residential-condominium-in-azu-17001217230.html,,,,,47.58,,,,,,,,,,,,,,,,,,,,,"Unit 1109, 11th Floor, Azure Urban Resort Residences, Maldives Tower, KM 16, West Service Road, Brgy. Marcelo Green, Paranaque City",,,,,,,,,,,"₱6,980,000",buy,,14.469863,121.04211,condominium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.469863,121.04211,,,,,,,,,,,,,
https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-woodsville-crest-mervil-169976943019.html,,,1.0,1.0,41.0,,,,,,,,,,,,,1.0,,,,,,1.0,,"Edison Ave, 1709 Parañaque, Philippines",No,,,,,,,,,,"₱10,000,000",buy,,14.49758,121.03328,condominium,,Woodsville Crest,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,3rd floor,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-units-for-sale-in-woodsville-crest-merville-169967442051.html,,,1.0,1.0,26.5,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,"Edison Avenue, Brgy. Merville",No,,,,,,,,,Brand New,"₱6,600,000",buy,,14.499387,121.025633,condominium,,Woodsville Crest,,,,,1.0,1.0,1.0,,,,1.0,,2nd Floor,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/rent-to-own-condo-in-paranaque-near-patts-and-airp-167378588270.html,,,1.0,1.0,23.0,,1.0,,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,,,Avida Towers Sucat Paranaque ,,,,,,,,,,,"₱3,850,000",buy,,14.493719,120.984764,condominium,,Avida Towers Sucat,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,8,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.493719,120.984764,,,,,,,,,,,,,
https://www.lamudi.com.ph/arista-place-fully-furnished-2-bedroom-unit-w-parking.html,,,2.0,1.0,55.0,26/05/2020,1.0,,,,,,,,,,,1.0,,,,,,,,"Arista Place Condominium, JP Rizal St., Barangay Sto Nino, Paranaque City",,,,,,,,1.0,,,"₱5,100,000",buy,,14.5055493,120.99353,condominium,,Arista Place,,,1.0,1.0,,,,1.0,,1.0,,,2nd floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.501556,121.00197,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-resort-type-condo-with-2-balconies-628317-37.html,,,2.0,1.0,65.0,19/02/2018,,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,"West Service Road, Sun Valley, Bicutan, Parañaque City, National Capital Region, 1709",Semi,,2012.0,2.0,,,Php 4M,,65,Resale,"₱4,000,000",buy,,14.491803,121.038006,condominium,1.0,Siena Park Residences,Plum 201,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,201,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.491803,121.038006,,,,,,,,,,,,,
https://www.lamudi.com.ph/paranaque-condominium-for-sale-graceland-mansion-s-16887067250.html,,,3.0,2.0,94.26,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,No,,2003.0,,,,,,94.26,Brand New,"₱4,000,000",buy,,14.467199,121.024909,condominium,,Graceland Mansion,,,,1.0,,1.0,,1.0,1.0,1.0,,,510,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5th,,,,,,,,,,,,,,,,,,,,,14.467199,121.024909,,,,,,,,,,,,,
https://www.lamudi.com.ph/azure-super-rush-sale-lowest-in-the-market-166782553824.html,,,1.0,1.0,28.0,,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,No,,,,,,,,,,"₱2,500,000",buy,,14.469863,121.04211,condominium,1.0,Azure Urban Resort and Residences,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,14.469863,121.04211,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-condominium-unit-for-sale-at-woodsville-cre-16807067831.html,,,1.0,1.0,23.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,"₱5,000,000",buy,,14.499387,121.025633,condominium,,Woodsville Crest,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-2-bedroom-spacious-condo-unit-in-woodsvil-170002617826.html,,,2.0,2.0,52.5,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,"Edison Ave, 1709 Parañaque, Philippines",No,,,,,,,,,,"₱12,300,000",buy,,14.49758,121.03328,condominium,,Woodsville Crest,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,2nd floor,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/26-50-sqm-studio-unit-for-sale-at-woodsville-crest-170263178595.html,,,1.0,1.0,26.5,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,No,,,,,,,,,,"₱6,737,766",buy,,14.499387,121.025633,condominium,1.0,Woodsville Crest,Olive,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-in-woodsville-crest-para-aque-city-168078929258.html,,,1.0,1.0,23.0,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,"₱5,000,000",buy,,14.499387,121.025633,condominium,,Woodsville Crest,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/merville-para-aque-studio-unit-in-a-mid-rise-resor-169511387230.html,,,1.0,1.0,26.5,,,,,,,1.0,,,,,,,,,,,,,,"Edison Ave, 1709 Parañaque, Philippines",,,,,,,,,,,"₱6,300,000",buy,,14.499387,121.025633,condominium,,Woodsville Crest,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/rush-sale-semi-furnished-2-bedroom-with-balcony-in-siena-park-residences.html,,,2.0,1.0,51.0,26/06/2022,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,"1700 Doña Soledad Ave,",,,,,,,,,,,"₱3,600,000",buy,,14.4882898,121.0407416,condominium,,Siena Park Residences,,1.0,1.0,,,,,,,1.0,1.0,1.0,2nd,,,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.491803,121.038006,,,,,,,,,,,,,
https://www.lamudi.com.ph/1-bedroom-condo-in-paranaque.html,,,1.0,1.0,26.0,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,1.0,,1.0,,"Doña soledad ave. Brgy. Don Bosco, Pranaque",,,,,,,,,,,"₱1,999,999",buy,,14.49014402,121.0208509,condominium,,Chateau Elysee,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.492371,121.008496,,,,,,,,,,,,,
https://www.lamudi.com.ph/brand-new-house-urgent-sale-16621397380.html,,,1.0,1.0,20.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,Yes,,,,,,,,,,"₱1,000,000",buy,,14.491803,121.038006,condominium,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.491803,121.038006,,,,,,,,,,,,,
https://www.lamudi.com.ph/mid-rise-two-bedroom-unit-in-merville-para-aque-16928786456.html,,,2.0,1.0,58.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,"Edison Ave, 1709 Parañaque, Philippines",,,,,,,,,,,"₱14,248,000",buy,,14.499387,121.025633,condominium,1.0,Woodsville Crest,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-condo-rent-to-own-for-sale-in-amaia-steps-sucat-paranaque-1.html,,,1.0,1.0,23.31,28/07/2021,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,"₱3,100,000",buy,,14.46294352,121.0245006,condominium,,Amaia Steps Sucat,,,1.0,1.0,,,,1.0,,1.0,,,3,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.467199,121.024909,,,,,,,,,,,,,
https://www.lamudi.com.ph/1-bedroom-condominium-for-sale-in-woodsville-crest-169331375733.html,,,1.0,1.0,35.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"₱8,070,811",buy,,14.499387,121.025633,condominium,,Woodsville Crest,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/1-bedroom-with-balcony-in-merville-para-aque-mid-r-169511429939.html,,,1.0,1.0,41.0,,,,,,,1.0,,,,,,,,,,,,,,"Edison Ave, 1709 Parañaque, Philippines",,,,,,,,,,,No Price,buy,,14.499387,121.025633,condominium,,Woodsville Crest,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/asiana-oasis-by-filinvest-land-inc-16765546763.html,,,2.0,1.0,42.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,No Price,buy,,14.492371,121.008496,condominium,,Asiana Oasis,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,14.492371,121.008496,,,,,,,,,,,,,
https://www.lamudi.com.ph/asiana-oasis-near-naia-terminal-4-167694699824.html,,,2.0,1.0,42.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"₱5,000,000",buy,,14.492371,121.008496,condominium,,Asiana Oasis,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,14.492371,121.008496,,,,,,,,,,,,,
https://www.lamudi.com.ph/chateau-elysee-one-bedroom-bicutan-for-sale.html,,,1.0,1.0,18.0,01/01/2022,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,Dona soledad ave. Betterliving Subdv.,,,,,,,,,,,"₱1,300,000",buy,,14.492371,121.008496,condominium,1.0,CHATEAU ELYSEE - EIFFEL,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,5,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.492371,121.008496,,,,,,,,,,,,,
https://www.lamudi.com.ph/lions-park-residences-condo-1-bedroom-for-sale.html,,,1.0,1.0,30.0,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,"₱1,500,000",buy,,14.49114021,121.0314965,condominium,,Lions Park Residences,,1.0,1.0,1.0,,,,,,1.0,,,5th floor,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.491803,121.038006,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-condo-unit-for-sale-field-residences-in-168551455087.html,,,2.0,2.0,54.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,Yes,,,,,,,,,Resale,No Price,buy,,14.493719,120.984764,condominium,,SMDC Field Residences,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.493719,120.984764,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-studio-condominium-unit-in-para-aque-city-169531190212.html,,,1.0,1.0,23.5,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"₱4,994,906",buy,,14.499387,121.025633,condominium,,Woodsville Crest,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-unit-siena-park-residences-for-sale-167876113151.html,,,2.0,1.0,60.0,,1.0,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,"₱4,000,000",buy,,14.491803,121.038006,condominium,,Siena Park Residences,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,14.491803,121.038006,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-condominium-unit-for-sale-in-para-aque-city-169331348097.html,,,1.0,1.0,23.5,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"₱5,203,028",buy,,14.499387,121.025633,condominium,,Woodsville Crest,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-condo-unit-for-sale-at-woodsville-crest-170263308945.html,,,2.0,1.0,52.5,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,No,,,,,,,,,,"₱12,354,256",buy,,14.499387,121.025633,condominium,1.0,Woodsville Crest,Olive,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-condo-unit-in-lancris-condominium-paranaque-for-sale.html,,,2.0,1.0,52.06,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,"₱3,803,070",buy,,14.47549564,121.0270843,condominium,1.0,Lancris Residences,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,14.482705,121.024909,,,,,,,,,,,,,
https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-woodsville-crest-mervil-170930414742.html,,,1.0,1.0,35.0,,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,No,,,,,,,,,Brand New,"₱7,000,000",buy,,14.499387,121.025633,condominium,1.0,Woodsville Crest,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
